15.3786	6.52177	5.13137	7.97455	3.24242	5.51546	9.16766	10.6691	7.99808	7.27324	11.1982	7.59279	9.51565	9.801	7.19693	8.73251	5.78487	8.08083	12.1272	8.55587	8.01292	10.8264	8.99308	8.82038	9.78648	7.26277	8.94565	8.20113	9.65341	10.0064	5.009	2.6812	6.16276	5.49541	6.74379	3.95989	5.50497	9.2859	5.1089	4.03104	7.70132	9.46988	4.28687	9.18185	11.5457	10.9954	2.65499	9.67866	8.38247	7.95495	9.0232	6.02181	8.92982	4.95137	6.14715	8.36138	8.63133	5.29352	7.06621
6.54405	6.76362	6.49446	11.2149	5.8967	4.78096	10.096	7.22552	9.3377	9.38636	10.4547	8.73147	11.9455	6.73838	9.9174	6.30281	9.18766	5.88476	7.52536	7.34461	8.07617	6.91174	9.10327	7.89795	6.70337	5.57139	9.28542	7.03647	6.69037	6.70031	7.81728	6.75872	5.2686	7.68602	5.07148	8.74691	8.33951	9.35142	9.24207	9.34619	7.88271	6.59527	8.67592	9.66717	10.0656	8.88471	8.08598	10.0319	8.21691	10.7764	5.97291	9.61191	10.501	9.74877	8.85459	9.47168	8.85938	6.88213	8.22718
10.0197	4.96112	7.6921	5.7833	8.83558	8.55916	10.0407	9.5247	10.4967	11.4321	12.359	11.2211	8.24867	7.70157	8.12017	6.10652	8.70823	8.45509	8.80192	9.1728	8.41092	7.06509	5.16358	7.64529	8.75524	8.55502	6.79845	5.91909	5.39944	3.1087	5.57956	4.90769	3.37333	5.44424	7.03955	8.96834	6.58954	10.63	10.3927	8.15276	8.96337	11.0827	12.9302	8.3942	9.58907	8.85095	13.7229	12.0821	15.4976	11.0767	8.62734	7.81731	9.79623	8.98203	6.53518	7.48824	10.0892	7.44746	8.67378
6.39769	6.95797	8.38063	5.27755	4.98217	8.18446	10.7152	11.0345	14.0139	13.3814	12.7072	9.14008	7.18156	9.21004	9.61188	9.03084	7.94716	9.72181	8.70706	5.08318	7.46025	3.17205	3.5676	5.54742	8.48209	7.46693	5.36742	7.30121	9.14686	5.91063	6.06706	4.16706	7.62254	2.84784	5.23712	5.35703	9.62878	7.797	9.41693	6.51596	8.29505	10.023	15.6595	12.3096	9.79071	8.48609	7.15998	13.1723	15.6861	12.444	8.25698	12.1124	9.19888	10.4815	5.5212	7.42388	9.31277	4.8081	7.87187
4.54735	9.25514	5.91351	6.25179	4.68973	8.56558	11.6412	11.476	8.20292	10.8332	10.2652	9.13697	9.22994	19.8903	11.3522	8.13917	9.44838	11.0891	7.20278	10.5755	8.73368	10.1575	6.5321	4.45777	6.88719	7.35308	3.47212	2.1152	4.27713	4.04853	6.04568	3.99446	5.55911	6.28514	6.15248	6.64617	6.43604	7.95456	8.55801	12.4628	7.20401	7.80029	12.8051	13.1521	13.0345	11.9832	9.87966	10.5109	12.4611	11.8348	9.75398	11.8355	9.64169	8.87609	7.50078	10.1036	8.86705	6.18733	9.5137
7.95646	7.77862	6.79445	9.9672	8.25589	8.62822	16.1306	10.2607	11.1262	7.64387	10.4066	12.0422	13.1484	9.28819	7.39039	10.1146	8.27038	9.89637	8.89186	8.55071	8.02577	6.10163	3.83701	6.09382	7.8779	4.15199	4.98393	2.8139	3.52338	4.08168	4.24325	4.08433	6.10504	7.55509	2.78348	4.10509	6.14826	6.21732	7.44415	14.389	9.91981	7.04307	12.7897	14.5059	14.6571	11.4784	8.47385	10.6039	14.7772	10.938	7.80179	13.2705	9.58576	9.72095	9.00496	9.51317	10.7725	6.46866	7.46033
11.4892	10.7666	7.63329	7.37462	9.03104	11.5012	12.4112	12.2726	13.019	10.4728	13.3459	13.3701	12.2148	10.9719	12.9873	11.6191	11.6072	9.18011	5.45981	4.44233	6.67616	8.2954	10.158	8.13682	2.60449	6.54705	3.87806	3.50488	3.88162	3.28118	3.59657	2.72794	7.08766	3.97412	7.06019	4.92747	9.36567	8.99213	5.46899	10.1795	8.23041	8.44651	9.34824	14.582	13.4936	10.9187	9.07425	9.45771	12.718	9.10559	11.3374	10.9917	10.1675	12.4197	14.7578	10.6842	6.70266	9.70827	6.19382
8.81697	3.67229	6.72904	6.17367	7.64447	9.72678	12.814	11.5487	14.8724	13.7161	11.6166	10.4727	13.9289	12.6439	13.8494	8.98769	4.63211	6.62146	7.60047	7.09834	8.43323	9.01568	5.88377	5.00932	4.81571	4.63526	3.1301	1.95045	1.93649	3.42322	1.95498	3.13638	5.73167	4.53845	1.51431	5.53952	6.73865	8.23047	4.42405	10.3104	5.54293	8.50536	8.63294	13.3054	14.8711	10.777	9.41609	7.28883	12.1334	12.129	11.886	12.7714	9.97089	11.0999	9.43142	9.91237	7.77181	9.87215	10.5302
10.1612	6.33877	10.2535	11.1468	9.02612	10.9673	11.7577	9.36604	12.1987	12.9587	12.728	8.12179	11.4307	7.05594	11.3571	11.9887	12.4412	12.4073	9.93198	7.93865	7.94264	4.62167	4.93494	5.40555	3.07317	3.86452	2.19912	3.97478	3.82016	4.7103	4.4281	3.7063	5.45222	5.47299	6.60248	2.04913	4.63338	4.51768	6.58259	6.82568	5.43931	11.1525	6.16677	11.3128	9.35828	13.1171	13.7223	14.5885	12.3509	13.2908	11.6843	14.1164	9.88562	15.6811	12.7017	14.4169	11.2213	12.6504	10.1036
9.71181	4.83419	6.50812	11.2099	9.62816	13.7401	12.5619	10.6538	9.23768	12.4042	12.4027	9.79471	11.5099	10.3581	8.90048	11.1303	11.9829	10.0999	9.26684	8.61451	6.11452	3.89319	8.20275	8.18535	4.44293	2.95761	2.85579	2.08418	1.90216	1.38954	2.74702	4.35929	3.72449	3.80104	2.6116	4.53681	7.31967	7.58701	7.85777	7.04688	7.64803	11.0859	5.91982	11.6213	13.5012	12.7469	15.2459	10.0825	12.2748	15.7921	10.775	11.0717	10.0424	10.7146	11.1491	11.124	7.64449	8.82013	7.67766
